Idade,Gênero,Horas de Uso de Tecnologia,Horas de Uso de Redes Sociais,Horas de Jogos,Horas de Tempo na Tela,Status de Saúde Mental,Nivel_Estresse,Horas de Sono,Horas de Atividade Física,Acesso a Sistemas de Suporte,Impacto do Ambiente de Trabalho,Uso de Suporte Online,Faixa_Etaria,Estresse_Score,Alerta_Saude
65,Masculino,8.64,5.8,4.13,11.95,Ruim,Baixo,6.48,0.98,Não,Negativo,Sim,60+,1,Não
55,Masculino,4.31,0.31,0.23,6.06,Ruim,Alto,6.97,2.7,Sim,Negativo,Não,41-60,3,Não
31,Masculino,9.36,6.23,4.32,13.12,Regular,Alto,4.97,1.57,Não,Positivo,Não,26-40,3,Sim
27,Masculino,3.38,5.41,2.41,3.01,Excelente,Médio,7.21,1.77,Sim,Neutro,Não,26-40,2,Não
32,Feminino,9.12,3.09,1.24,2.86,Regular,Alto,6.5,0.41,Sim,Neutro,Sim,26-40,3,Não
25,Outro,9.16,7.32,2.98,8.31,Excelente,Médio,6.35,0.01,Sim,Positivo,Sim,18-25,2,Não
22,Feminino,7.07,1.12,4.31,3.79,Bom,Baixo,7.57,8.0,Não,Neutro,Sim,18-25,1,Não
20,Feminino,11.15,4.41,0.14,2.45,Excelente,Médio,6.97,6.95,Não,Negativo,Sim,18-25,2,Não
60,Feminino,7.61,2.6,4.95,11.5,Bom,Baixo,5.87,3.29,Não,Neutro,Sim,41-60,1,Sim
45,Outro,8.36,6.26,4.4,5.01,Ruim,Alto,5.62,1.14,Não,Positivo,Não,41-60,3,Não
64,Outro,3.72,3.77,2.73,3.6,Excelente,Alto,5.99,3.4,Não,Negativo,Não,60+,3,Não
52,Outro,6.48,7.68,3.41,14.16,Bom,Alto,5.36,1.39,Sim,Neutro,Não,41-60,3,Sim
49,Feminino,1.66,7.78,4.89,3.75,Excelente,Baixo,5.8,1.23,Não,Negativo,Sim,41-60,1,Não
21,Feminino,1.09,0.64,2.75,6.07,Ruim,Baixo,6.41,9.76,Não,Neutro,Não,18-25,1,Não
28,Outro,2.45,1.49,4.78,1.44,Excelente,Baixo,5.6,7.03,Não,Positivo,Sim,26-40,1,Não
46,Feminino,8.73,0.01,2.43,1.41,Bom,Baixo,7.38,5.16,Sim,Negativo,Não,41-60,1,Não
45,Feminino,10.85,1.05,0.81,3.24,Excelente,Médio,8.72,8.4,Sim,Neutro,Sim,41-60,2,Não
21,Outro,8.89,1.35,1.1,7.43,Bom,Alto,8.62,0.45,Não,Positivo,Não,18-25,3,Não
28,Masculino,3.03,1.76,2.56,13.76,Bom,Alto,7.82,2.2,Não,Negativo,Não,26-40,3,Não
29,Feminino,7.98,7.78,4.08,10.09,Regular,Médio,5.03,0.35,Não,Positivo,Não,26-40,2,Sim
24,Outro,4.57,2.78,0.08,7.25,Excelente,Médio,6.24,0.91,Sim,Neutro,Não,18-25,2,Não
46,Masculino,1.77,6.03,1.09,14.57,Excelente,Baixo,6.93,1.46,Não,Neutro,Sim,41-60,1,Não
49,Masculino,2.82,7.41,2.29,1.62,Regular,Baixo,5.58,5.53,Não,Positivo,Sim,41-60,1,Não
50,Outro,7.27,6.39,0.38,7.71,Regular,Médio,5.22,6.87,Não,Positivo,Não,41-60,2,Não
54,Feminino,8.11,7.2,2.31,11.3,Ruim,Médio,4.37,6.01,Não,Neutro,Não,41-60,2,Sim
44,Feminino,11.28,4.18,4.41,5.11,Excelente,Alto,5.46,7.45,Sim,Negativo,Sim,41-60,3,Não
48,Masculino,5.53,5.47,1.22,7.65,Bom,Alto,7.45,2.12,Não,Positivo,Não,41-60,3,Não
33,Outro,10.99,6.05,1.74,13.13,Bom,Médio,5.92,9.5,Não,Positivo,Não,26-40,2,Sim
49,Outro,4.16,4.44,2.03,4.28,Ruim,Alto,6.14,7.45,Sim,Positivo,Não,41-60,3,Não
18,Masculino,8.72,2.91,3.59,11.93,Ruim,Médio,8.01,5.66,Não,Positivo,Sim,,2,Não
56,Outro,2.09,0.74,2.21,4.74,Regular,Alto,6.25,1.56,Sim,Positivo,Sim,41-60,3,Não
36,Feminino,8.06,6.03,1.72,1.71,Ruim,Baixo,7.29,8.73,Não,Neutro,Sim,26-40,1,Não
61,Outro,5.06,5.16,4.11,7.79,Regular,Baixo,8.77,8.53,Sim,Neutro,Sim,60+,1,Não
47,Feminino,4.63,3.35,1.7,11.17,Ruim,Alto,4.59,6.54,Sim,Negativo,Não,41-60,3,Sim
38,Feminino,8.2,6.06,4.41,2.45,Regular,Alto,8.85,2.18,Sim,Neutro,Sim,26-40,3,Não
50,Feminino,6.5,3.01,0.38,12.69,Regular,Médio,7.04,0.65,Sim,Positivo,Sim,41-60,2,Não
37,Feminino,3.9,7.79,1.33,6.64,Ruim,Médio,5.04,3.26,Não,Negativo,Sim,26-40,2,Não
29,Masculino,10.64,4.35,2.82,13.11,Ruim,Baixo,6.58,2.64,Sim,Positivo,Sim,26-40,1,Não
33,Outro,9.64,2.19,3.85,4.47,Excelente,Baixo,8.02,6.84,Não,Neutro,Sim,26-40,1,Não
38,Outro,8.2,2.18,0.87,2.17,Regular,Médio,7.71,0.47,Não,Positivo,Não,26-40,2,Não
50,Masculino,8.43,2.1,1.17,8.67,Ruim,Baixo,8.83,1.8,Não,Neutro,Sim,41-60,1,Não
24,Masculino,6.13,6.37,0.69,7.81,Excelente,Baixo,6.01,0.73,Não,Neutro,Sim,18-25,1,Não
62,Masculino,6.15,5.98,1.36,8.58,Bom,Médio,7.27,6.51,Sim,Positivo,Sim,60+,2,Não
63,Masculino,10.01,1.17,3.53,4.72,Regular,Médio,5.12,9.17,Sim,Positivo,Não,60+,2,Não
26,Feminino,5.41,2.26,0.85,2.51,Bom,Médio,7.88,8.77,Sim,Neutro,Não,26-40,2,Não
19,Feminino,2.75,1.04,4.99,14.61,Bom,Alto,4.74,2.56,Sim,Neutro,Sim,18-25,3,Sim
34,Feminino,4.28,7.41,3.51,14.17,Bom,Baixo,7.06,6.43,Sim,Negativo,Sim,26-40,1,Não
53,Feminino,5.36,5.62,3.82,4.05,Bom,Alto,4.55,1.07,Sim,Neutro,Não,41-60,3,Não
40,Feminino,8.62,7.89,3.93,13.73,Ruim,Alto,7.25,4.58,Não,Negativo,Sim,26-40,3,Não
58,Feminino,3.43,1.51,3.57,8.88,Regular,Alto,8.77,6.82,Sim,Neutro,Não,41-60,3,Não
44,Outro,6.92,2.8,0.46,9.57,Regular,Médio,6.43,1.1,Não,Negativo,Não,41-60,2,Não
31,Masculino,9.46,7.86,3.69,1.2,Ruim,Alto,5.85,2.87,Não,Positivo,Não,26-40,3,Não
36,Outro,9.23,3.32,3.38,4.85,Excelente,Alto,6.77,7.14,Não,Negativo,Não,26-40,3,Não
36,Feminino,5.94,7.53,1.74,3.91,Bom,Médio,6.5,0.89,Não,Neutro,Sim,26-40,2,Não
35,Feminino,9.75,5.57,1.14,3.97,Regular,Médio,8.98,9.16,Não,Positivo,Não,26-40,2,Não
25,Feminino,6.47,6.46,0.26,1.92,Ruim,Baixo,5.38,7.87,Sim,Negativo,Não,18-25,1,Não
34,Outro,5.95,7.69,3.9,10.73,Bom,Alto,6.69,4.97,Não,Neutro,Não,26-40,3,Não
38,Feminino,10.15,7.84,2.65,10.48,Ruim,Médio,7.77,6.87,Não,Neutro,Sim,26-40,2,Não
42,Masculino,3.89,0.21,0.57,10.56,Bom,Médio,4.77,8.16,Não,Neutro,Não,41-60,2,Sim
64,Outro,7.03,2.83,1.83,10.52,Ruim,Baixo,8.37,6.12,Não,Positivo,Sim,60+,1,Não
34,Masculino,4.99,6.22,1.8,13.47,Regular,Baixo,7.29,0.93,Sim,Neutro,Não,26-40,1,Não
42,Feminino,11.35,3.77,1.85,5.19,Regular,Alto,4.93,0.91,Sim,Negativo,Sim,41-60,3,Não
40,Masculino,3.42,5.97,3.64,12.48,Ruim,Alto,6.84,4.45,Não,Negativo,Sim,26-40,3,Não
19,Feminino,6.81,5.82,3.86,10.79,Excelente,Baixo,6.14,5.87,Não,Neutro,Não,18-25,1,Não
37,Masculino,8.49,7.85,4.94,8.99,Ruim,Alto,6.84,2.41,Sim,Negativo,Sim,26-40,3,Não
39,Feminino,8.73,1.05,2.75,7.41,Bom,Baixo,7.69,5.55,Não,Positivo,Não,26-40,1,Não
55,Feminino,3.56,2.75,2.41,4.18,Bom,Médio,6.93,4.5,Não,Neutro,Sim,41-60,2,Não
31,Masculino,9.49,7.33,1.68,8.54,Regular,Baixo,7.75,9.67,Sim,Neutro,Não,26-40,1,Não
52,Masculino,11.93,4.65,2.06,9.71,Ruim,Médio,6.85,1.94,Não,Negativo,Não,41-60,2,Não
45,Feminino,2.3,0.7,3.71,4.74,Ruim,Baixo,8.03,3.41,Sim,Neutro,Não,41-60,1,Não
53,Masculino,5.78,6.3,1.21,10.35,Bom,Alto,7.09,3.75,Sim,Neutro,Não,41-60,3,Não
45,Outro,1.15,3.32,0.09,10.51,Ruim,Baixo,6.19,9.61,Sim,Positivo,Não,41-60,1,Não
62,Feminino,9.21,4.72,1.99,2.65,Ruim,Baixo,5.9,7.54,Não,Neutro,Sim,60+,1,Não
48,Outro,5.14,5.13,0.06,8.55,Regular,Baixo,4.0,6.9,Sim,Negativo,Sim,41-60,1,Sim
65,Outro,2.93,0.82,4.8,5.2,Excelente,Alto,7.4,7.16,Sim,Negativo,Não,60+,3,Não
37,Outro,5.38,4.12,4.79,5.57,Regular,Baixo,7.55,9.41,Sim,Negativo,Não,26-40,1,Não
36,Outro,3.23,5.68,4.62,5.77,Regular,Alto,7.27,0.84,Sim,Neutro,Sim,26-40,3,Não
48,Feminino,1.83,5.3,4.29,6.12,Regular,Baixo,7.06,7.85,Sim,Negativo,Não,41-60,1,Não
19,Masculino,1.8,0.03,1.05,4.79,Regular,Médio,7.85,3.22,Não,Positivo,Não,18-25,2,Não
43,Feminino,9.99,5.3,0.12,5.69,Regular,Baixo,7.71,2.46,Não,Positivo,Não,41-60,1,Não
18,Outro,2.5,4.02,4.03,9.44,Bom,Baixo,4.62,7.05,Não,Positivo,Não,,1,Sim
27,Outro,3.75,4.53,1.52,9.18,Bom,Baixo,5.97,9.54,Sim,Neutro,Não,26-40,1,Sim
37,Feminino,12.0,6.85,3.72,10.57,Regular,Baixo,5.44,9.8,Sim,Negativo,Não,26-40,1,Sim
36,Masculino,4.42,0.08,2.2,10.48,Bom,Médio,6.91,3.29,Não,Positivo,Sim,26-40,2,Não
43,Masculino,4.83,2.46,3.91,9.89,Excelente,Médio,7.41,4.73,Sim,Neutro,Não,41-60,2,Não
45,Masculino,10.93,0.57,0.39,10.24,Regular,Alto,5.58,3.62,Sim,Neutro,Não,41-60,3,Sim
25,Feminino,6.12,3.67,4.37,13.1,Bom,Baixo,6.01,4.82,Sim,Positivo,Sim,18-25,1,Não
59,Feminino,4.13,2.77,3.07,5.89,Regular,Médio,5.67,2.43,Não,Neutro,Não,41-60,2,Não
59,Masculino,1.66,3.34,2.52,5.28,Regular,Alto,4.61,8.42,Não,Positivo,Não,41-60,3,Não
55,Outro,10.27,1.28,2.61,4.64,Ruim,Médio,8.08,2.9,Não,Neutro,Não,41-60,2,Não
61,Feminino,9.89,2.12,2.43,13.03,Bom,Alto,5.12,1.96,Não,Positivo,Não,60+,3,Sim
26,Feminino,7.11,7.5,2.35,9.31,Regular,Baixo,6.15,6.54,Sim,Positivo,Não,26-40,1,Não
26,Feminino,3.5,0.96,1.85,12.16,Bom,Baixo,6.94,0.03,Não,Neutro,Não,26-40,1,Não
65,Feminino,9.32,3.89,0.59,9.19,Excelente,Baixo,8.83,7.71,Não,Neutro,Não,60+,1,Não
18,Feminino,10.82,1.79,4.74,8.76,Excelente,Alto,6.01,6.31,Não,Negativo,Sim,,3,Não
20,Outro,2.95,2.98,3.49,1.9,Bom,Alto,5.07,2.79,Sim,Neutro,Sim,18-25,3,Não
31,Outro,5.69,4.58,2.41,11.22,Excelente,Alto,8.72,4.7,Sim,Negativo,Não,26-40,3,Não
20,Outro,4.73,5.92,0.75,1.94,Excelente,Alto,5.4,2.53,Não,Negativo,Sim,18-25,3,Não
62,Feminino,11.7,0.46,1.77,6.85,Bom,Alto,8.1,8.6,Sim,Neutro,Não,60+,3,Não
29,Outro,8.21,2.32,3.98,3.12,Regular,Médio,6.55,6.46,Não,Neutro,Não,26-40,2,Não
44,Feminino,1.32,1.25,0.8,12.97,Ruim,Alto,4.27,9.5,Não,Positivo,Não,41-60,3,Sim
35,Outro,6.5,6.26,4.15,9.2,Regular,Médio,5.7,5.28,Sim,Neutro,Não,26-40,2,Sim
26,Feminino,5.57,6.61,3.33,1.05,Ruim,Médio,6.27,2.66,Não,Negativo,Não,26-40,2,Não
24,Outro,7.3,0.46,3.23,11.87,Bom,Alto,6.21,6.73,Sim,Positivo,Sim,18-25,3,Não
39,Outro,4.59,0.66,1.75,2.28,Excelente,Baixo,8.77,7.59,Não,Negativo,Sim,26-40,1,Não
55,Masculino,6.95,3.76,4.59,13.31,Excelente,Baixo,7.89,5.64,Não,Neutro,Sim,41-60,1,Não
26,Feminino,6.68,5.24,1.18,8.27,Ruim,Médio,5.91,5.03,Não,Negativo,Não,26-40,2,Sim
49,Outro,11.72,2.67,0.13,7.52,Ruim,Alto,7.59,0.25,Sim,Neutro,Não,41-60,3,Não
58,Masculino,8.26,1.64,2.08,14.11,Bom,Médio,7.54,3.23,Não,Negativo,Não,41-60,2,Não
59,Feminino,7.16,7.83,2.32,14.66,Bom,Médio,8.91,2.68,Não,Positivo,Não,41-60,2,Não
45,Feminino,9.72,5.42,4.85,10.72,Bom,Alto,5.32,9.23,Não,Neutro,Sim,41-60,3,Sim
29,Feminino,10.16,3.96,4.37,6.92,Ruim,Baixo,5.91,8.78,Não,Negativo,Não,26-40,1,Não
18,Outro,10.1,2.06,1.66,7.04,Excelente,Baixo,6.67,2.71,Sim,Negativo,Sim,,1,Não
63,Outro,1.11,7.66,3.82,8.38,Ruim,Médio,5.09,8.87,Sim,Negativo,Sim,60+,2,Sim
60,Masculino,7.31,6.57,0.23,7.89,Regular,Alto,8.55,2.44,Sim,Negativo,Sim,41-60,3,Não
61,Masculino,4.39,3.75,1.92,5.53,Bom,Alto,4.68,3.54,Não,Neutro,Sim,60+,3,Não
64,Outro,1.2,2.66,4.45,9.78,Excelente,Alto,4.44,9.96,Não,Neutro,Sim,60+,3,Sim
31,Masculino,3.99,0.5,1.11,12.42,Excelente,Alto,7.49,3.72,Sim,Negativo,Sim,26-40,3,Não
41,Feminino,6.97,7.27,1.04,14.88,Excelente,Baixo,8.54,5.65,Não,Positivo,Não,41-60,1,Não
42,Masculino,2.88,7.55,2.18,2.73,Excelente,Alto,7.36,6.82,Não,Neutro,Não,41-60,3,Não
20,Masculino,3.05,4.87,0.35,2.6,Ruim,Médio,6.03,4.05,Não,Positivo,Sim,18-25,2,Não
56,Feminino,1.13,1.33,2.42,3.66,Ruim,Alto,6.43,7.87,Sim,Positivo,Não,41-60,3,Não
60,Outro,2.54,6.02,1.3,7.02,Regular,Alto,8.28,4.93,Sim,Positivo,Não,41-60,3,Não
35,Feminino,5.83,0.74,4.81,11.04,Excelente,Alto,7.44,2.45,Não,Neutro,Não,26-40,3,Não
29,Outro,4.63,3.07,4.5,14.82,Bom,Médio,8.5,8.85,Não,Negativo,Não,26-40,2,Não
40,Outro,1.13,4.81,0.85,4.86,Ruim,Médio,4.72,0.06,Sim,Positivo,Não,26-40,2,Não
59,Feminino,3.69,5.71,3.83,9.74,Bom,Baixo,7.2,0.34,Sim,Neutro,Não,41-60,1,Não
26,Feminino,4.82,0.87,2.71,11.71,Regular,Baixo,7.37,8.58,Sim,Positivo,Não,26-40,1,Não
38,Masculino,5.14,7.35,4.31,9.43,Regular,Baixo,7.85,7.71,Sim,Positivo,Sim,26-40,1,Não
21,Masculino,7.54,3.62,4.44,8.29,Regular,Baixo,5.09,6.86,Sim,Neutro,Sim,18-25,1,Sim
60,Feminino,10.52,0.99,4.68,13.12,Bom,Médio,6.0,8.47,Não,Negativo,Sim,41-60,2,Não
18,Masculino,1.2,4.16,0.05,9.97,Ruim,Médio,5.42,8.23,Sim,Negativo,Sim,,2,Sim
30,Feminino,4.27,5.53,3.75,8.65,Bom,Baixo,4.35,7.8,Não,Positivo,Não,26-40,1,Sim
37,Masculino,2.89,7.51,1.31,11.74,Regular,Alto,5.82,9.18,Sim,Positivo,Sim,26-40,3,Sim
53,Masculino,10.57,2.68,0.4,12.74,Excelente,Baixo,7.89,6.87,Sim,Negativo,Sim,41-60,1,Não
39,Outro,9.64,3.78,2.38,11.4,Regular,Baixo,5.3,0.91,Não,Neutro,Não,26-40,1,Sim
44,Masculino,9.63,5.56,3.68,9.32,Regular,Alto,8.68,6.42,Sim,Neutro,Não,41-60,3,Não
38,Outro,8.63,0.29,2.97,11.76,Ruim,Baixo,4.15,9.99,Sim,Neutro,Não,26-40,1,Sim
65,Masculino,11.86,3.6,1.24,4.87,Ruim,Baixo,7.53,4.36,Sim,Negativo,Sim,60+,1,Não
32,Outro,6.38,6.57,1.01,9.51,Regular,Médio,8.9,0.94,Sim,Negativo,Não,26-40,2,Não
34,Masculino,6.26,0.87,4.16,5.1,Ruim,Médio,6.61,3.74,Sim,Negativo,Não,26-40,2,Não
18,Feminino,4.51,5.04,3.59,13.29,Ruim,Baixo,5.5,1.28,Não,Positivo,Sim,,1,Sim
40,Outro,2.31,2.18,0.55,13.97,Excelente,Médio,7.15,2.42,Sim,Neutro,Sim,26-40,2,Não
51,Masculino,1.71,0.88,4.68,11.29,Ruim,Médio,8.26,4.86,Sim,Negativo,Sim,41-60,2,Não
21,Masculino,7.7,4.75,0.71,6.04,Excelente,Alto,7.26,9.89,Sim,Negativo,Não,18-25,3,Não
23,Feminino,11.44,5.12,2.37,10.66,Ruim,Alto,4.15,4.36,Sim,Positivo,Não,18-25,3,Sim
64,Masculino,7.87,6.39,3.65,1.48,Ruim,Médio,5.92,0.67,Sim,Neutro,Sim,60+,2,Não
37,Outro,9.86,5.99,0.29,8.15,Ruim,Alto,6.44,0.83,Sim,Negativo,Sim,26-40,3,Não
58,Feminino,5.27,0.97,0.63,3.01,Regular,Baixo,7.23,9.37,Não,Negativo,Sim,41-60,1,Não
48,Feminino,10.48,4.17,4.69,5.91,Ruim,Alto,8.44,6.09,Não,Negativo,Não,41-60,3,Não
48,Feminino,10.14,4.8,3.52,6.83,Bom,Médio,4.69,6.51,Sim,Neutro,Não,41-60,2,Não
27,Feminino,1.82,4.32,0.97,14.71,Bom,Alto,7.87,4.68,Sim,Positivo,Sim,26-40,3,Não
52,Outro,2.95,3.97,2.21,4.81,Excelente,Alto,4.5,4.04,Não,Negativo,Sim,41-60,3,Não
53,Outro,7.23,2.05,3.85,6.68,Bom,Médio,6.31,8.8,Não,Positivo,Não,41-60,2,Não
27,Feminino,8.69,6.61,3.94,2.75,Bom,Baixo,4.39,7.05,Sim,Negativo,Não,26-40,1,Não
27,Outro,10.1,7.94,2.5,10.46,Ruim,Baixo,4.22,2.48,Não,Positivo,Sim,26-40,1,Sim
50,Masculino,10.02,6.3,1.32,14.04,Ruim,Baixo,4.45,9.52,Sim,Negativo,Não,41-60,1,Sim
21,Outro,6.84,2.24,0.91,2.63,Bom,Médio,4.07,0.5,Não,Positivo,Não,18-25,2,Não
63,Outro,3.66,0.16,3.95,7.03,Ruim,Baixo,8.25,7.57,Sim,Positivo,Não,60+,1,Não
44,Masculino,2.21,0.21,0.95,10.63,Ruim,Alto,8.84,2.37,Não,Neutro,Sim,41-60,3,Não
58,Masculino,6.0,5.99,3.12,2.99,Bom,Médio,8.96,2.97,Sim,Neutro,Sim,41-60,2,Não
49,Masculino,1.6,7.26,1.64,6.56,Bom,Médio,8.48,7.62,Não,Positivo,Sim,41-60,2,Não
49,Outro,5.27,5.78,0.71,1.55,Bom,Alto,7.94,8.52,Não,Neutro,Não,41-60,3,Não
24,Masculino,3.43,2.82,2.23,3.66,Regular,Alto,5.14,3.63,Sim,Positivo,Não,18-25,3,Não
28,Outro,10.92,1.48,0.53,7.93,Ruim,Médio,6.27,5.79,Não,Negativo,Não,26-40,2,Não
39,Masculino,10.28,1.77,2.81,4.76,Bom,Alto,4.59,1.93,Sim,Negativo,Não,26-40,3,Não
42,Outro,10.85,6.97,1.04,10.99,Regular,Baixo,4.39,1.84,Sim,Positivo,Não,41-60,1,Sim
31,Feminino,1.7,7.8,4.23,12.46,Excelente,Alto,7.91,0.29,Sim,Negativo,Sim,26-40,3,Não
51,Masculino,8.84,1.25,1.11,7.86,Ruim,Alto,5.07,3.75,Sim,Negativo,Não,41-60,3,Não
48,Outro,11.43,2.03,1.29,6.41,Regular,Baixo,6.28,2.66,Não,Negativo,Não,41-60,1,Não
34,Feminino,11.94,7.74,4.69,11.81,Bom,Alto,8.3,8.47,Não,Negativo,Não,26-40,3,Não
21,Feminino,10.75,2.06,0.69,14.34,Excelente,Alto,6.61,2.36,Não,Positivo,Não,18-25,3,Não
28,Outro,8.34,4.23,4.42,6.55,Bom,Alto,7.92,3.33,Não,Positivo,Sim,26-40,3,Não
28,Outro,6.29,3.73,2.02,11.55,Bom,Alto,7.74,3.87,Sim,Positivo,Sim,26-40,3,Não
63,Masculino,7.15,6.56,2.63,11.06,Bom,Médio,8.9,5.18,Não,Positivo,Sim,60+,2,Não
28,Masculino,9.02,1.89,3.08,10.62,Regular,Baixo,7.78,7.05,Não,Negativo,Não,26-40,1,Não
40,Masculino,11.42,3.78,1.45,5.93,Bom,Médio,6.35,0.19,Sim,Negativo,Não,26-40,2,Não
28,Masculino,6.95,2.15,4.76,2.78,Regular,Médio,6.01,5.23,Sim,Positivo,Sim,26-40,2,Não
36,Feminino,11.05,3.42,3.09,14.21,Bom,Baixo,7.46,4.54,Sim,Neutro,Não,26-40,1,Não
24,Masculino,5.82,6.13,0.35,12.81,Ruim,Médio,7.99,4.05,Sim,Positivo,Não,18-25,2,Não
60,Feminino,9.94,2.15,3.8,1.79,Bom,Baixo,6.63,8.8,Sim,Positivo,Sim,41-60,1,Não
65,Masculino,3.88,3.84,0.41,8.07,Ruim,Baixo,6.54,8.59,Não,Positivo,Não,60+,1,Não
29,Feminino,7.08,5.21,0.77,11.96,Ruim,Alto,8.33,5.33,Sim,Positivo,Não,26-40,3,Não
50,Masculino,7.41,1.13,4.23,8.47,Ruim,Médio,6.35,4.33,Sim,Neutro,Não,41-60,2,Não
33,Feminino,11.63,6.67,0.69,5.72,Bom,Alto,7.44,0.54,Sim,Positivo,Sim,26-40,3,Não
19,Masculino,2.48,0.98,4.25,5.11,Excelente,Médio,8.16,3.76,Sim,Positivo,Não,18-25,2,Não
56,Feminino,4.84,6.61,2.4,5.37,Excelente,Médio,6.42,0.62,Não,Positivo,Sim,41-60,2,Não
41,Masculino,2.18,4.84,1.39,9.9,Bom,Baixo,5.06,9.25,Não,Neutro,Não,41-60,1,Sim
46,Masculino,5.56,0.74,0.17,6.22,Bom,Alto,8.46,4.78,Sim,Positivo,Não,41-60,3,Não
29,Outro,11.85,3.44,3.3,7.56,Regular,Baixo,6.64,6.27,Não,Positivo,Não,26-40,1,Não
40,Outro,10.1,0.81,1.57,5.06,Excelente,Médio,5.71,9.96,Não,Neutro,Sim,26-40,2,Não
23,Outro,5.66,6.4,3.54,8.41,Ruim,Médio,7.52,5.19,Sim,Positivo,Não,18-25,2,Não
38,Outro,8.35,3.71,1.59,10.07,Bom,Baixo,7.51,5.05,Sim,Negativo,Não,26-40,1,Não
61,Masculino,7.22,0.12,1.96,11.92,Excelente,Médio,8.06,1.72,Sim,Positivo,Não,60+,2,Não
33,Feminino,4.95,3.01,0.34,8.05,Excelente,Médio,6.71,6.99,Não,Positivo,Sim,26-40,2,Não
38,Outro,6.39,2.6,2.21,4.76,Ruim,Médio,4.01,4.82,Não,Neutro,Sim,26-40,2,Não
19,Masculino,7.56,7.16,1.43,3.01,Bom,Baixo,6.5,2.38,Não,Neutro,Sim,18-25,1,Não
37,Outro,1.07,3.79,0.26,6.84,Excelente,Alto,6.92,8.47,Não,Negativo,Não,26-40,3,Não
33,Outro,5.37,0.67,0.44,1.55,Ruim,Médio,4.51,4.94,Sim,Positivo,Sim,26-40,2,Não
50,Masculino,1.43,7.52,4.43,1.34,Bom,Alto,4.53,0.94,Não,Negativo,Não,41-60,3,Não
56,Feminino,6.89,0.25,4.44,5.27,Regular,Baixo,6.74,3.41,Não,Positivo,Sim,41-60,1,Não
43,Feminino,11.17,4.04,0.72,2.44,Bom,Médio,5.93,0.38,Não,Positivo,Não,41-60,2,Não
49,Masculino,8.16,6.14,3.47,13.98,Bom,Médio,4.56,8.47,Sim,Positivo,Sim,41-60,2,Sim
43,Outro,10.63,1.51,1.34,1.26,Regular,Médio,4.6,6.93,Não,Positivo,Não,41-60,2,Não
64,Masculino,10.67,4.51,0.75,5.9,Excelente,Médio,4.36,7.94,Sim,Negativo,Não,60+,2,Não
46,Outro,9.12,6.04,2.96,5.2,Excelente,Médio,4.39,9.61,Não,Positivo,Sim,41-60,2,Não
50,Masculino,4.42,4.57,3.76,13.51,Regular,Alto,8.8,3.74,Não,Neutro,Sim,41-60,3,Não
29,Outro,5.79,5.5,4.6,9.14,Excelente,Alto,4.19,8.02,Não,Positivo,Sim,26-40,3,Sim
52,Outro,11.15,4.56,0.17,8.22,Excelente,Médio,7.9,0.92,Sim,Positivo,Sim,41-60,2,Não
65,Outro,8.81,6.03,0.73,4.93,Ruim,Alto,8.3,3.4,Não,Positivo,Não,60+,3,Não
31,Feminino,4.09,0.43,4.55,2.69,Excelente,Baixo,5.86,0.46,Não,Positivo,Não,26-40,1,Não
46,Masculino,5.73,0.94,4.02,8.44,Ruim,Alto,6.74,2.77,Sim,Positivo,Sim,41-60,3,Não
47,Outro,5.45,3.66,1.39,9.77,Bom,Baixo,7.45,2.98,Sim,Positivo,Sim,41-60,1,Não
31,Outro,8.53,2.29,1.27,8.13,Excelente,Alto,6.89,8.45,Sim,Positivo,Sim,26-40,3,Não
31,Masculino,4.14,1.93,1.55,5.55,Excelente,Baixo,6.05,7.45,Sim,Neutro,Sim,26-40,1,Não
42,Masculino,5.34,7.1,3.73,11.27,Excelente,Baixo,6.94,5.81,Não,Positivo,Não,41-60,1,Não
35,Feminino,5.21,0.41,1.43,7.75,Bom,Alto,6.29,9.43,Sim,Neutro,Não,26-40,3,Não
54,Masculino,2.0,7.82,2.89,10.44,Regular,Baixo,4.03,1.47,Sim,Negativo,Não,41-60,1,Sim
51,Outro,6.61,7.06,0.59,4.29,Ruim,Alto,5.89,2.97,Sim,Neutro,Não,41-60,3,Não
52,Masculino,11.46,2.74,2.9,7.89,Ruim,Médio,4.36,6.8,Sim,Positivo,Sim,41-60,2,Não
62,Masculino,10.05,4.69,3.58,2.5,Regular,Baixo,6.76,0.37,Não,Neutro,Não,60+,1,Não
29,Feminino,3.92,7.49,2.36,1.9,Excelente,Alto,7.25,7.0,Não,Neutro,Sim,26-40,3,Não
31,Masculino,2.89,2.25,1.39,10.78,Excelente,Alto,4.73,4.26,Não,Negativo,Não,26-40,3,Sim
51,Outro,2.18,3.8,2.69,13.08,Regular,Alto,7.22,7.63,Não,Positivo,Sim,41-60,3,Não
60,Outro,10.54,6.48,3.96,2.78,Excelente,Médio,6.05,3.49,Sim,Positivo,Não,41-60,2,Não
46,Masculino,11.58,7.13,2.62,13.17,Bom,Alto,6.59,0.95,Não,Positivo,Sim,41-60,3,Não
31,Masculino,4.38,5.12,1.5,5.38,Bom,Baixo,6.97,4.54,Não,Neutro,Não,26-40,1,Não
37,Masculino,6.08,6.22,2.38,8.04,Bom,Médio,5.2,8.48,Sim,Negativo,Não,26-40,2,Sim
